"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.156760650030761,0.0925102866180618,0.221159385364007,0.303571428571429,0.261904761904762,0.349206349206349,0,0,0
"Eligibility",-0.0639386189258311,NA,NA,0.25,NA,NA,0,NA,NA
"Recruitment",0.225157232704402,NA,NA,0.303571428571429,NA,NA,0,NA,NA
"Setting",0.274978891077962,NA,NA,0.339285714285714,NA,NA,0,NA,NA
"Organization",0.0680517277930889,NA,NA,0.214285714285714,NA,NA,0,NA,NA
"Flex. delivery",0.115968427443837,NA,NA,0.142857142857143,NA,NA,0,NA,NA
"Flex. adherence",0.120998640464714,NA,NA,0.410714285714286,NA,NA,0,NA,NA
"Follow-up",0.127116366568127,NA,NA,0.267857142857143,NA,NA,0,NA,NA
"Outcome",-0.112970711297071,NA,NA,0.482142857142857,NA,NA,0,NA,NA
"Analysis",0.0504816955684008,NA,NA,0.321428571428571,NA,NA,0,NA,NA
