"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.176217142705684,0.11490056978736,0.251903117258981,0.273809523809524,0.23015873015873,0.325396825396825,0,0,0
"Eligibility",0.074468085106383,NA,NA,0.267857142857143,NA,NA,0,NA,NA
"Recruitment",0.0754381508763018,NA,NA,0.267857142857143,NA,NA,0,NA,NA
"Setting",0.114408434205389,NA,NA,0.375,NA,NA,0,NA,NA
"Organization",0.135180875819759,NA,NA,0.25,NA,NA,0,NA,NA
"Flex. delivery",0.275777700104858,NA,NA,0.267857142857143,NA,NA,0,NA,NA
"Flex. adherence",0.232769467356354,NA,NA,0.482142857142857,NA,NA,0,NA,NA
"Follow-up",0.0477521546703935,NA,NA,0.0892857142857143,NA,NA,0,NA,NA
"Outcome",0.103277060575968,NA,NA,0.25,NA,NA,0,NA,NA
"Analysis",-0.0311111111111111,NA,NA,0.214285714285714,NA,NA,0,NA,NA
