"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",-0.0225653206650831,-0.127114172246936,0.0787789458756406,0.436507936507937,0.365079365079365,0.507936507936508,0,0,0
"Eligibility",0.0688836104513063,NA,NA,0.285714285714286,NA,NA,0,NA,NA
"Recruitment",-0.350253807106599,NA,NA,0.5,NA,NA,0,NA,NA
"Setting",0,NA,NA,0.642857142857143,NA,NA,0,NA,NA
"Organization",0.0392156862745097,NA,NA,0.285714285714286,NA,NA,0,NA,NA
"Flex. delivery",-0.12540192926045,NA,NA,0.285714285714286,NA,NA,0,NA,NA
"Flex. adherence",-0.272727272727273,NA,NA,0.428571428571429,NA,NA,0,NA,NA
"Follow-up",0.0666666666666664,NA,NA,0.0714285714285714,NA,NA,0,NA,NA
"Outcome",-0.0769230769230769,NA,NA,0.785714285714286,NA,NA,0,NA,NA
"Analysis",0.156626506024096,NA,NA,0.642857142857143,NA,NA,0,NA,NA
