"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.390597416373073,0.345628506222043,0.43484748598396,0.629058441558442,0.603084415584416,0.655844155844156,0,0,0
"A1",0.0726915520628685,NA,NA,0.473214285714286,NA,NA,0,NA,NA
"A2",0.312567132116004,NA,NA,0.642857142857143,NA,NA,0,NA,NA
"A3",0.115613825983313,NA,NA,0.526785714285714,NA,NA,0,NA,NA
"A4",0.298969072164949,NA,NA,0.696428571428571,NA,NA,0,NA,NA
"A5",0.14471172203131,NA,NA,0.642857142857143,NA,NA,0,NA,NA
"A6",0.437442922374429,NA,NA,0.901785714285714,NA,NA,0,NA,NA
"A7",0.496402877697842,NA,NA,0.732142857142857,NA,NA,0,NA,NA
"A8",0.0332080836803087,NA,NA,0.241071428571429,NA,NA,0,NA,NA
"A9",0.401161014359914,NA,NA,0.6875,NA,NA,0,NA,NA
"A10",0.174380664652568,NA,NA,0.455357142857143,NA,NA,0,NA,NA
"A11",0.214953271028037,NA,NA,0.919642857142857,NA,NA,0,NA,NA
