"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.0177001130655808,-0.0350721410717598,0.0751068831319501,0.382936507936508,0.331349206349206,0.436507936507937,0,0,0
"Eligibility",0.0410958904109588,NA,NA,0.285714285714286,NA,NA,0,NA,NA
"Recruitment",-0.0270880361173815,NA,NA,0.428571428571429,NA,NA,0,NA,NA
"Setting",0.0307167235494881,NA,NA,0.482142857142857,NA,NA,0,NA,NA
"Organization",0.00611995104039176,NA,NA,0.160714285714286,NA,NA,0,NA,NA
"Flex. delivery",0.102493074792244,NA,NA,0.357142857142857,NA,NA,0,NA,NA
"Flex. adherence",0.303571428571428,NA,NA,0.410714285714286,NA,NA,0,NA,NA
"Follow-up",-0.00459242250287017,NA,NA,0.160714285714286,NA,NA,0,NA,NA
"Outcome",0.132969034608379,NA,NA,0.696428571428571,NA,NA,0,NA,NA
"Analysis",-0.0447761194029852,NA,NA,0.464285714285714,NA,NA,0,NA,NA
