"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.504902335683803,0.460517845862604,0.551232054097609,0.701446280991736,0.675493541785737,0.730006753779168,0.214285714285714,0.186688311688312,0.246753246753247
"A1",0.108148148148148,NA,NA,0.402777777777778,NA,NA,0.357142857142857,NA,NA
"A2",0.55359765051395,NA,NA,0.768292682926829,NA,NA,0.267857142857143,NA,NA
"A3",0.0510051503572022,NA,NA,0.484848484848485,NA,NA,0.116071428571429,NA,NA
"A4",0.214521452145215,NA,NA,0.815217391304348,NA,NA,0.178571428571429,NA,NA
"A5",0.35632183908046,NA,NA,0.779220779220779,NA,NA,0.3125,NA,NA
"A6",0.420889348500517,NA,NA,0.905660377358491,NA,NA,0.0535714285714286,NA,NA
"A7",0.55601516718373,NA,NA,0.762886597938144,NA,NA,0.133928571428571,NA,NA
"A8",0.0784902703408648,NA,NA,0.192307692307692,NA,NA,0.303571428571429,NA,NA
"A9",0.809018567639257,NA,NA,0.901098901098901,NA,NA,0.1875,NA,NA
"A10",0.329706202393906,NA,NA,0.547945205479452,NA,NA,0.348214285714286,NA,NA
"A11",0.517241379310345,NA,NA,0.96039603960396,NA,NA,0.0982142857142857,NA,NA
