"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.0814561452229351,0.0106584653473207,0.152038175896693,0.316872427983539,0.279835390946502,0.355914804381059,0,0,0
"Eligibility",0.0934306569343066,NA,NA,0.351851851851852,NA,NA,0,NA,NA
"Recruitment",-0.119476268412439,NA,NA,0.222222222222222,NA,NA,0,NA,NA
"Setting",0.054140127388535,NA,NA,0.203703703703704,NA,NA,0,NA,NA
"Organization",-0.0739468450551437,NA,NA,0.314814814814815,NA,NA,0,NA,NA
"Flex. delivery",0.186846957590658,NA,NA,0.222222222222222,NA,NA,0,NA,NA
"Flex. adherence",0.213335201008545,NA,NA,0.407407407407407,NA,NA,0,NA,NA
"Follow-up",-0.118012422360248,NA,NA,0.351851851851852,NA,NA,0,NA,NA
"Outcome",-0.0403669724770641,NA,NA,0.518518518518518,NA,NA,0,NA,NA
"Analysis",0.0412746585735965,NA,NA,0.259259259259259,NA,NA,0,NA,NA
