"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.912445295404814,0.879705020294662,0.941094048251361,0.951534733441034,0.934212095692538,0.96752630050472,0.419868791002812,0.390815370196814,0.447985004686036
"A1",1,NA,NA,1,NA,NA,0.556701030927835,NA,NA
"A2",0.966780821917808,NA,NA,0.983333333333333,NA,NA,0.381443298969072,NA,NA
"A3",0.962373933281614,NA,NA,0.98,NA,NA,0.484536082474227,NA,NA
"A4",1,NA,NA,1,NA,NA,0.268041237113402,NA,NA
"A5",1,NA,NA,1,NA,NA,0.371134020618557,NA,NA
"A6",1,NA,NA,1,NA,NA,0.123711340206186,NA,NA
"A7",0.971335697399527,NA,NA,0.985074626865672,NA,NA,0.309278350515464,NA,NA
"A8",0.749137931034483,NA,NA,0.875,NA,NA,0.752577319587629,NA,NA
"A9",1,NA,NA,1,NA,NA,0.45360824742268,NA,NA
"A10",0.353333333333333,NA,NA,0.523809523809524,NA,NA,0.56701030927835,NA,NA
"A11",0.397515527950311,NA,NA,0.936507936507937,NA,NA,0.350515463917526,NA,NA
