"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.133027166834454,0.0741627297477308,0.194711944695849,0.257936507936508,0.218253968253968,0.297619047619048,0,0,0
"Eligibility",0.100917431192661,NA,NA,0.196428571428571,NA,NA,0,NA,NA
"Recruitment",0.0873380693689928,NA,NA,0.339285714285714,NA,NA,0,NA,NA
"Setting",0.156680551105415,NA,NA,0.232142857142857,NA,NA,0,NA,NA
"Organization",0.0312163616792247,NA,NA,0.125,NA,NA,0,NA,NA
"Flex. delivery",0.117522540180321,NA,NA,0.25,NA,NA,0,NA,NA
"Flex. adherence",0.334717416378316,NA,NA,0.339285714285714,NA,NA,0,NA,NA
"Follow-up",0.0694946730524874,NA,NA,0.0714285714285714,NA,NA,0,NA,NA
"Outcome",0.111894273127753,NA,NA,0.517857142857143,NA,NA,0,NA,NA
"Analysis",-0.0502247912652538,NA,NA,0.25,NA,NA,0,NA,NA
