"","cohen_kappa_w","cohen_kappa_w_ci_low","cohen_kappa_w_ci_high","agreement","agreement_ci_low","agreement_ci_high","deferring_fraction","deferring_fraction_ci_low","deferring_fraction_ci_high"
"combined",0.920910160847391,0.891020360513131,0.947732215728357,0.95360824742268,0.935993705153162,0.970272613966208,0.527597402597403,0.493506493506494,0.559253246753247
"A1",0.826266804550155,NA,NA,0.869565217391304,NA,NA,0.794642857142857,NA,NA
"A2",0.873517786561265,NA,NA,0.935483870967742,NA,NA,0.446428571428571,NA,NA
"A3",0.912942090944423,NA,NA,0.953488372093023,NA,NA,0.616071428571429,NA,NA
"A4",0.833333333333333,NA,NA,0.958333333333333,NA,NA,0.571428571428571,NA,NA
"A5",0.87458006718925,NA,NA,0.978723404255319,NA,NA,0.580357142857143,NA,NA
"A6",1,NA,NA,1,NA,NA,0.214285714285714,NA,NA
"A7",0.904191616766467,NA,NA,0.951219512195122,NA,NA,0.267857142857143,NA,NA
"A8",0.964387917329094,NA,NA,0.981818181818182,NA,NA,0.508928571428571,NA,NA
"A9",0.921714818266542,NA,NA,0.959459459459459,NA,NA,0.339285714285714,NA,NA
"A10",0.785358374856267,NA,NA,0.848484848484849,NA,NA,0.705357142857143,NA,NA
"A11",-0.0566037735849054,NA,NA,0.925925925925926,NA,NA,0.758928571428571,NA,NA
